,region,code,full_indicator_name,year,value
6621,Sub-Saharan Africa,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2005,
6622,Sub-Saharan Africa,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2005,
6623,Sub-Saharan Africa,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2005,56.9048501087207
6624,Arab World,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2006,
6625,Arab World,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2006,1436917297174.24
6626,Arab World,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2006,1.6668720165818602
6627,Arab World,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2006,
6628,Arab World,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2006,
6629,Arab World,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2006,58.70964
6630,Arab World,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2006,48.679284540655296
6631,Arab World,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2006,28.6710055119549
6632,Arab World,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2006,
6633,Arab World,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2006,
6634,Arab World,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2006,
6635,Arab World,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2006,39.010818255241105
6636,Caribbean small states,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2006,
6637,Caribbean small states,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2006,
6638,Caribbean small states,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2006,2.15605285959503
6639,Caribbean small states,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2006,
6640,Caribbean small states,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2006,
6641,Caribbean small states,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2006,91.73966
6642,Caribbean small states,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2006,50.4378283141205
6643,Caribbean small states,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2006,
6644,Caribbean small states,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2006,
6645,Caribbean small states,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2006,
6646,Caribbean small states,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2006,
6647,Caribbean small states,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2006,43.0139034670002
6648,East Asia & Pacific,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2006,
6649,East Asia & Pacific,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2006,
6650,East Asia & Pacific,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2006,1.16714413611243
6651,East Asia & Pacific,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2006,
6652,East Asia & Pacific,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2006,
6653,East Asia & Pacific,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2006,90.77855
6654,East Asia & Pacific,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2006,49.233930352383794
6655,East Asia & Pacific,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2006,
6656,East Asia & Pacific,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2006,
6657,East Asia & Pacific,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2006,
6658,East Asia & Pacific,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2006,
6659,East Asia & Pacific,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2006,
6660,Euro area,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2006,
6661,Euro area,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2006,10546952415253.2
6662,Euro area,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2006,2.7635106997469103
6663,Euro area,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2006,24.3198957443237
6664,Euro area,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2006,
6665,Euro area,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2006,98.30716
6666,Euro area,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2006,51.0581356455641
6667,Euro area,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2006,74.95053517518059
6668,Euro area,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2006,
6669,Euro area,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2006,
6670,Euro area,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2006,
6671,Euro area,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2006,
6672,Europe & Central Asia,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2006,
6673,Europe & Central Asia,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2006,17026981546038.6
6674,Europe & Central Asia,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2006,2.80181775482336
6675,Europe & Central Asia,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2006,24.9018497467041
6676,Europe & Central Asia,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2006,
6677,Europe & Central Asia,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2006,97.52808
6678,Europe & Central Asia,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2006,51.6222711414479
6679,Europe & Central Asia,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2006,76.9461430017401
6680,Europe & Central Asia,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2006,
6681,Europe & Central Asia,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2006,
6682,Europe & Central Asia,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2006,
6683,Europe & Central Asia,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2006,
6684,European Union,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2006,
6685,European Union,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2006,14146557276216.3
6686,European Union,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2006,2.46934943931905
6687,European Union,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2006,23.6902904510498
6688,European Union,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2006,
6689,European Union,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2006,98.55456
6690,European Union,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2006,51.129148625961896
6691,European Union,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2006,76.1967439252888
6692,European Union,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2006,
6693,European Union,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2006,
6694,European Union,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2006,
6695,European Union,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2006,
6696,Latin America & Caribbean,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2006,
6697,Latin America & Caribbean,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2006,3713251642986.95
6698,Latin America & Caribbean,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2006,2.77325484333921
6699,Latin America & Caribbean,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2006,35.48031425476071
6700,Latin America & Caribbean,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2006,
6701,Latin America & Caribbean,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2006,89.55278
6702,Latin America & Caribbean,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2006,50.495139011591995
6703,Latin America & Caribbean,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2006,64.97496587665671
6704,Latin America & Caribbean,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2006,
6705,Latin America & Caribbean,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2006,
6706,Latin America & Caribbean,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2006,
6707,Latin America & Caribbean,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2006,36.8426855956453
6708,Middle East & North Africa,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2006,
6709,Middle East & North Africa,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2006,1886898152330.02
6710,Middle East & North Africa,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2006,1.5481059660611698
6711,Middle East & North Africa,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2006,
6712,Middle East & North Africa,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2006,
6713,Middle East & North Africa,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2006,65.90191
6714,Middle East & North Africa,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2006,48.61963866722
6715,Middle East & North Africa,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2006,
6716,Middle East & North Africa,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2006,
6717,Middle East & North Africa,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2006,
6718,Middle East & North Africa,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2006,
6719,Middle East & North Africa,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2006,37.2452949597533
6720,North America,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2006,
6721,North America,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2006,13998700533392.9
6722,North America,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2006,2.17944388446242
6723,North America,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2006,
6724,North America,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2006,
6725,North America,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2006,
6726,North America,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2006,50.621152985534
6727,North America,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2006,81.3016843784653
6728,North America,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2006,
6729,North America,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2006,
6730,North America,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2006,
6731,North America,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2006,
6732,Pacific island small states,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2006,
6733,Pacific island small states,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2006,
6734,Pacific island small states,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",2006,0.7702372827474699
6735,Pacific island small states,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),2006,
6736,Pacific island small states,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),2006,
6737,Pacific island small states,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",2006,
6738,Pacific island small states,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",2006,49.059784521923895
6739,Pacific island small states,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),2006,
6740,Pacific island small states,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2006,
6741,Pacific island small states,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",2006,
6742,Pacific island small states,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),2006,
6743,Pacific island small states,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),2006,
6744,South Asia,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",2006,
6745,South Asia,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),2006,1344610758411.41
